0:0, 229, 8630272
0:1, 2695431, 103321600
0:2, 4765019, 115335168
0:3, 7105549, 115335168
0:4, 7121633, 20643840
0:5, 7121778, 20643840
0:6, 7221204, 24649728
0:7, 7854591, 28655616
0:8, 7854748, 28655616
0:9, 8027771, 32661504
0:10, 9531471, 36683776
0:11, 9713949, 36683776
0:12, 11238986, 36683776
0:13, 11240519, 28672000
0:14, 11416499, 32677888
0:15, 12793286, 36683776
0:16, 12991115, 36683776
0:17, 14422438, 36683776
0:18, 14424069, 28672000
0:19, 14610299, 32677888
0:20, 15948801, 36683776
0:21, 16143419, 36683776
0:22, 17468502, 36683776
0:23, 17470218, 28672000
0:24, 17915879, 32677888
0:25, 19219968, 36683776
0:26, 19512641, 36683776
0:27, 20868079, 36683776
0:28, 20871268, 20660224
0:29, 20973424, 24666112
0:30, 21637218, 28672000
0:31, 21637374, 28672000
0:32, 21810907, 32677888
0:33, 23300103, 36683776
0:34, 23479241, 36683776
0:35, 25675079, 36683776
0:36, 25677382, 28672000
0:37, 25858594, 32677888
0:38, 27690485, 36683776
0:39, 28004484, 36683776
0:40, 29828730, 36683776
0:41, 29830387, 28672000
0:42, 30014063, 32677888
0:43, 31363768, 36683776
0:44, 31565482, 36683776
0:45, 33045084, 36683776
0:46, 33046689, 28672000
0:47, 33397866, 32677888
0:48, 34701825, 36683776
0:49, 34993652, 36683776
0:50, 36409623, 36683776
0:51, 36413151, 20660224
0:52, 36514643, 24666112
0:53, 37177140, 28672000
0:54, 37177358, 28672000
0:55, 37359321, 32677888
0:56, 39643423, 36683776
0:57, 39839483, 36683776
0:58, 41380185, 36683776
0:59, 41381883, 28672000
0:60, 41557838, 32677888
0:61, 42999569, 36683776
0:62, 43210113, 36683776
0:63, 45867521, 36683776
0:64, 45869380, 28672000
0:65, 46067084, 32677888
0:66, 47490327, 36683776
0:67, 47689097, 36683776
0:68, 49157094, 36683776
0:69, 49158685, 28672000
0:70, 49400274, 32677888
0:71, 50682188, 36683776
0:72, 50960494, 36683776
0:73, 52332114, 36683776
0:74, 52335400, 20660224
